"","sp","lon","lat"
"2","Aburria jacutinga",-45.4167,-23.8
"3","Aburria jacutinga",-47.98,-24.1756
"18","Aburria jacutinga",-54.44626,-25.68337
"39","Aburria jacutinga",-48.3615,-24.0793
"44","Aburria jacutinga",-43.3246,-22.484
"45","Aburria jacutinga",-47.9773,-24.1367
"46","Aburria jacutinga",-48.4128,-24.2682
"63","Aburria jacutinga",-40.1997,-4.49702
"68","Aburria jacutinga",-57.2058,-18.6254
"106","Aburria jacutinga",-45.5717,-22.7175
"109","Aburria jacutinga",-48.4059,-24.1647
"116","Aburria jacutinga",-43.76953,-20.7972
"117","Aburria jacutinga",-51.64228,-14.24081
"118","Aburria jacutinga",-48.4181,-24.3013
"121","Aburria jacutinga",-45.173,-23.4736
"123","Aburria jacutinga",-54.4384,-25.6808
"125","Aburria jacutinga",-42.7119,-22.4878
"132","Aburria jacutinga",-45.1442,-23.3548
"134","Aburria jacutinga",-47.9226,-25.0762
"179","Aburria jacutinga",-56.286,-19.5682
"687","Accipiter poliogaster",-55.9311,-9.59726
"691","Accipiter poliogaster",-60.1416,-2.60904
"693","Accipiter poliogaster",-48.4128,-24.2634
"695","Accipiter poliogaster",-48.4128,-24.2682
"709","Accipiter poliogaster",-42.8957,-20.2498
"710","Accipiter poliogaster",-59.5825,-4.39827
"711","Accipiter poliogaster",-48.9138,-25.3311
"714","Accipiter poliogaster",-55.9143,-9.56726
"729","Accipiter poliogaster",-46.558,-23.78723
"730","Accipiter poliogaster",-48.4181,-24.3013
"735","Accipiter poliogaster",-45.4899,-22.6913
"742","Accipiter poliogaster",-56.1509,-19.5772
"744","Accipiter poliogaster",-37.0784,-10.9222
"754","Accipiter poliogaster",-60.9424,-2.67942
"2904","Amaurospiza moesta",-54.45,-25.68
"2931","Amaurospiza moesta",-41.0793,-20.6723
"2932","Amaurospiza moesta",-44.5798,-22.4516
"2933","Amaurospiza moesta",-44.65,-22.5833
"2938","Amaurospiza moesta",-48.4118,-24.2673
"2948","Amaurospiza moesta",-56.5156,-21.1144
"2949","Amaurospiza moesta",-44.6136,-22.4458
"3029","Amaurospiza moesta",-52.43333,-27.38333
"3034","Amaurospiza moesta",-47.9398,-15.6971
"3037","Amaurospiza moesta",-50.82,-29.37
"3041","Amaurospiza moesta",-42.8094,-22.4259
"3042","Amaurospiza moesta",-57.2309,-19.2545
"3045","Amaurospiza moesta",-50.5628,-29.4444
"3046","Amaurospiza moesta",-49.9974,-29.0778
"3048","Amaurospiza moesta",-43.0001,-22.4719
"3584","Amazilia lactea",-69.291,-10.6394
"3586","Amazilia lactea",-42.5174,-22.0552
"3587","Amazilia lactea",-42.5608,-22.2189
"3602","Amazilia lactea",-42.7119,-22.4878
"3607","Amazilia lactea",-42.6618,-22.0757
"3617","Amazilia lactea",-62.8667,-10.2979
"3619","Amazilia lactea",-43.5017,-20.3871
"3620","Amazilia lactea",-48.4128,-24.2682
"3624","Amazilia lactea",-42.6421,-22.4445
"3630","Amazilia lactea",-43.6075,-19.3539
"3631","Amazilia lactea",-43.4884,-20.0977
"3637","Amazilia lactea",-44.5103,-20.0273
"3641","Amazilia lactea",-45.5146,-23.009
"3649","Amazilia lactea",-45.7281,-22.6795
"3652","Amazilia lactea",-46.9406,-23.8557
"3659","Amazilia lactea",-40.1895,-14.3756
"3664","Amazilia lactea",-40.1345,-14.4132
"3672","Amazilia lactea",-41.3965,-12.5714
"3679","Amazilia lactea",-47.0116,-23.9667
"3690","Amazilia lactea",-47.8083,-15.7942
"3702","Amazilia lactea",-46.4763,-20.2183
"3713","Amazilia lactea",-46.509,-20.3241
"3730","Amazilia lactea",-48.6858,-24.5498
"3734","Amazilia lactea",-46.3081,-20.1436
"3735","Amazilia lactea",-46.6262,-23.6444
"3736","Amazilia lactea",-42.6833,-22.0519
"3739","Amazilia lactea",-46.6266,-23.6392
"3742","Amazilia lactea",-43.6761,-19.8228
"3800","Amazilia lactea",-46.6591,-23.5862
"3811","Amazilia lactea",-58.4526,-15.2608
"3831","Amazilia lactea",-42.6716,-22.0484
"3838","Amazilia lactea",-42.7711,-22.4525
"3842","Amazilia lactea",-44.6136,-22.4458
"3845","Amazilia lactea",-44.0773,-19.5587
"3846","Amazilia lactea",-43.9045,-19.95
"3849","Amazilia lactea",-44.9094,-17.2969
"3850","Amazilia lactea",-46.5229,-23.4919
"3851","Amazilia lactea",-44.1537,-19.531
"3854","Amazilia lactea",-41.5826,-12.5237
"3855","Amazilia lactea",-44.5432,-22.9828
"3857","Amazilia lactea",-45.8849,-23.5227
"3861","Amazilia lactea",-46.4955,-20.2506
"3863","Amazilia lactea",-46.1164,-23.5427
"3864","Amazilia lactea",-43.5894,-19.2897
"3871","Amazilia lactea",-42.5297,-22.3583
"3877","Amazilia lactea",-47.0698,-22.816
"3889","Amazilia lactea",-43.0758,-22.3214
"3906","Amazilia lactea",-44.656,-23.0338
"3921","Amazilia lactea",-42.6636,-21.9499
"3929","Amazilia lactea",-47.5977,-23.4306
"3950","Amazilia lactea",-41.349,-12.9884
"3963","Amazilia lactea",-45.1707,-23.4829
"3964","Amazilia lactea",-42.6787,-21.9573
"3965","Amazilia lactea",-45.173,-23.4736
"3976","Amazilia lactea",-42.4506,-22.2662
"3980","Amazilia lactea",-44.7111,-22.4564
"4001","Amazilia lactea",-46.3691,-20.3274
"4018","Amazilia lactea",-49.5535,-23.7002
"4025","Amazilia lactea",-40.5997,-19.9362
"4032","Amazilia lactea",-38.9299,-4.25062
"4035","Amazilia lactea",-38.7072,-9.95416
"4079","Amazilia versicolor",-45.173,-23.4736
"4080","Amazilia versicolor",-44.5589,-22.9542
"4081","Amazilia versicolor",-44.6149,-22.4321
"4083","Amazilia versicolor",-48.4118,-24.2673
"4088","Amazilia versicolor",-44.595,-22.4609
"4092","Amazilia versicolor",-42.7119,-22.4878
"4100","Amazilia versicolor",-45.0667,-23.45
"4107","Amazilia versicolor",-45.083,-23.4258
"4109","Amazilia versicolor",-55.9322,-9.59893
"4112","Amazilia versicolor",-46.9406,-23.8557
"4113","Amazilia versicolor",-45.0644,-23.4002
"4115","Amazilia versicolor",-42.7706,-22.453
"4119","Amazilia versicolor",-40.1345,-14.4132
"4120","Amazilia versicolor",-55.9196,-9.58575
"4123","Amazilia versicolor",-42.5297,-22.3583
"4127","Amazilia versicolor",-42.6002,-22.4093
"4130","Amazilia versicolor",-41.3965,-12.5714
"4133","Amazilia versicolor",-45.48,-22.69
"4136","Amazilia versicolor",-42.6421,-22.4445
"4139","Amazilia versicolor",-45.17,-23.47
"4147","Amazilia versicolor",-55.9393,-9.63322
"4148","Amazilia versicolor",-43.4884,-20.0977
"4160","Amazilia versicolor",-56.8575,-16.7481
"4166","Amazilia versicolor",-48.0524,-15.8147
"4167","Amazilia versicolor",-34.998,-8.4725
"4168","Amazilia versicolor",-40.0709,-19.1516
"4170","Amazilia versicolor",-45.2097,-23.3642
"4175","Amazilia versicolor",-44.6136,-22.4458
"4179","Amazilia versicolor",-55.9324,-9.63643
"4195","Amazilia versicolor",-55.9039,-9.53802
"4207","Amazilia versicolor",-55.9352,-9.59025
"4210","Amazilia versicolor",-48.4059,-24.1647
"4212","Amazilia versicolor",-59.8229,-3.6572
"4213","Amazilia versicolor",-49.0923,-25.5218
"4214","Amazilia versicolor",-45.1723,-23.4917
"4225","Amazilia versicolor",-60.0507,-1.97908
"4228","Amazilia versicolor",-42.6459,-22.4355
"4233","Amazilia versicolor",-60.1089,-3.06178
"4236","Amazilia versicolor",-60.0076,-3.51703
"4251","Amazilia versicolor",-48.4181,-24.3013
"4252","Amazilia versicolor",-44.3719,-22.4336
"4256","Amazilia versicolor",-42.7554,-22.4137
"4257","Amazilia versicolor",-42.8094,-22.4259
"4263","Amazilia versicolor",-55.742,-9.78438
"4266","Amazilia versicolor",-56.6208,-16.3786
"4267","Amazilia versicolor",-56.9292,-17.1174
"4268","Amazilia versicolor",-48.5452,-26.1943
"4285","Amazilia versicolor",-44.5432,-22.9828
"4292","Amazilia versicolor",-44.94,-23.3313
"4302","Amazilia versicolor",-45.1647,-23.3194
"4306","Amazilia versicolor",-45.0715,-23.441
"4318","Amazilia versicolor",-45.6176,-22.7316
"4320","Amazilia versicolor",-45.0588,-23.3994
"4334","Amazilia versicolor",-44.9079,-23.3281
"4352","Amazilia versicolor",-48.9642,-26.2608
"4379","Amazilia versicolor",-42.764,-22.4857
"4381","Amazilia versicolor",-42.7103,-22.4865
"4384","Amazilia versicolor",-40.6002,-19.9359
"4386","Amazilia versicolor",-40.0625,-19.1375
"4411","Amazilia versicolor",-56.3088,-9.9263
"4418","Amazilia versicolor",-46.7627,-3.70438
"4419","Amazilia versicolor",-47.0572,-3.22279
"4428","Amazilia versicolor",-45.1442,-23.3548
"4431","Amazilia versicolor",-55.988,-9.24665
"4441","Amazilia versicolor",-56.1509,-19.5772
"4442","Amazilia versicolor",-55.9215,-9.57328
"4446","Amazilia versicolor",-56.6315,-13.5407
"4450","Amazilia versicolor",-54.4504,-25.6776
"4452","Amazilia versicolor",-60.0255,-2.0528
"4453","Amazilia versicolor",-60.12,-3.19035
"4459","Amazilia versicolor",-43.0001,-22.4719
"4462","Amazilia versicolor",-44.7423,-22.3798
"4471","Amazilia versicolor",-46.7622,-3.70356
"4478","Amazilia versicolor",-55.8823,-9.64383
"4481","Amazilia versicolor",-42.5143,-22.2459
"4483","Amazilia versicolor",-42.5713,-22.3846
"4484","Amazilia versicolor",-42.5608,-22.2189
"4488","Amazilia versicolor",-44.7068,-23.1623
"4491","Amazilia versicolor",-38.8696,-9.12379
"4492","Amazilia versicolor",-40.6007,-19.9333
"4494","Amazilia versicolor",-60.0866,-3.03304
"4496","Amazilia versicolor",-45.1714,-23.4792
"4502","Amazilia versicolor",-47.9783,-15.6807
"4524","Amazilia versicolor",-48.8398,-25.9971
"4528","Amazilia versicolor",-48.3372,-24
"4529","Amazilia versicolor",-47.9457,-25.0371
"4530","Amazilia versicolor",-48.6405,-26.0817
"4532","Amazilia versicolor",-54.4383,-25.6425
"4539","Amazilia versicolor",-54.0716,-25.5889
"4547","Amazilia versicolor",-38.9299,-4.25062
"4549","Amazilia versicolor",-41.3616,-12.5478
"4554","Amazilia versicolor",-45.0879,-23.4174
"4557","Amazilia versicolor",-56.0354,-9.7818
"4561","Amazilia versicolor",-65.3682,-9.69967
"4570","Amazilia versicolor",-43.052,-22.9157
"6138","Amazona vinacea",-48.5701,-25.0624
"6139","Amazona vinacea",-45.5898,-22.7372
"6143","Amazona vinacea",-44.595,-22.4609
"6149","Amazona vinacea",-47.9773,-24.1367
"6152","Amazona vinacea",-50.6111,-29.4431
"6154","Amazona vinacea",-50.6056,-24.298
"6155","Amazona vinacea",-45.4899,-22.6913
"6159","Amazona vinacea",-45.4829,-22.7005
"6167","Amazona vinacea",-45.55,-22.71
"6171","Amazona vinacea",-45.497,-22.7911
"6207","Amazona vinacea",-51.5,-27.6
"6211","Amazona vinacea",-50.0789,-29.1597
"6213","Amazona vinacea",-50.1941,-29.1878
"6219","Amazona vinacea",-45.5717,-22.7175
"6224","Amazona vinacea",-49.9974,-29.0778
"6244","Amazona vinacea",-50.0621,-29.1557
"6270","Amazona vinacea",-45.5243,-22.6943
"6273","Amazona vinacea",-50.5628,-29.4444
"6276","Amazona vinacea",-47.0347,-23.974
"6281","Amazona vinacea",-45.642,-22.6797
"6286","Amazona vinacea",-50.6772,-29.4659
"6287","Amazona vinacea",-50.0977,-28.1422
"6302","Amazona vinacea",-44.6136,-22.4458
"6307","Anabacerthia amaurotis",-45.85,-23.5333
"6308","Anabacerthia amaurotis",-44.5917,-22.462
"6309","Anabacerthia amaurotis",-41.0793,-20.6723
"6310","Anabacerthia amaurotis",-42.5297,-22.3583
"6311","Anabacerthia amaurotis",-48.4128,-24.2682
"6312","Anabacerthia amaurotis",-43.0001,-22.4719
"6313","Anabacerthia amaurotis",-44.7423,-22.3798
"6314","Anabacerthia amaurotis",-45.5898,-22.7372
"6315","Anabacerthia amaurotis",-42.7119,-22.4878
"6318","Anabacerthia amaurotis",-48.3615,-24.0793
"6319","Anabacerthia amaurotis",-42.6421,-22.4445
"6320","Anabacerthia amaurotis",-47.9773,-24.1367
"6328","Anabacerthia amaurotis",-44.6136,-22.4458
"6331","Anabacerthia amaurotis",-42.5509,-22.38
"6333","Anabacerthia amaurotis",-44.5381,-22.9929
"6337","Anabacerthia amaurotis",-45.6024,-22.7113
"6342","Anabacerthia amaurotis",-45.4899,-22.6913
"6343","Anabacerthia amaurotis",-45.4171,-23.8778
"6349","Anabacerthia amaurotis",-45.5722,-22.7183
"6353","Anabacerthia amaurotis",-42.98,-22.43
"6357","Anabacerthia amaurotis",-52.35,-29.55
"6358","Anabacerthia amaurotis",-52.36667,-29.55
"6360","Anabacerthia amaurotis",-43.00111,-22.45139
"6363","Anabacerthia amaurotis",-49.3078,-26.3234
"6364","Anabacerthia amaurotis",-45.8667,-23.6333
"6365","Anabacerthia amaurotis",-44.6083,-22.4383
"6368","Anabacerthia amaurotis",-41.1294,-21.6993
"6369","Anabacerthia amaurotis",-50.6225,-29.4381
"6371","Anabacerthia amaurotis",-44.6312,-22.4095
"6372","Anabacerthia amaurotis",-42.5149,-22.317
"6373","Anabacerthia amaurotis",-42.4274,-22.3861
"6374","Anabacerthia amaurotis",-42.5859,-22.3537
"6375","Anabacerthia amaurotis",-49.3439,-26.4022
"6383","Anabacerthia amaurotis",-44.6164,-22.4307
"6384","Anabacerthia amaurotis",-42.5989,-21.9177
"6390","Anabacerthia amaurotis",-44.3719,-22.4336
"6391","Anabacerthia amaurotis",-48.4181,-24.3013
"6393","Anabacerthia amaurotis",-42.6452,-22.4329
"6403","Anabacerthia amaurotis",-46.637,-23.45
"6407","Anabacerthia amaurotis",-45.1222,-23.3575
"6412","Anabacerthia amaurotis",-42.7103,-22.4865
"6417","Anabacerthia amaurotis",-43.0758,-22.3214
"6420","Anabacerthia amaurotis",-47.9201,-24.1933
"6428","Anabacerthia amaurotis",-45.1442,-23.3548
"6431","Anabacerthia amaurotis",-44.6064,-22.3271
"6448","Anabacerthia amaurotis",-43.052,-22.9157
"6451","Anabacerthia amaurotis",-44.5712,-22.484
"6452","Anabacerthia amaurotis",-42.5143,-22.2459
"6455","Anabazenops fuscus",-45.85,-23.5333
"6456","Anabazenops fuscus",-44.5917,-22.462
"6457","Anabazenops fuscus",-47.98,-24.1756
"6458","Anabazenops fuscus",-40.1334,-14.4014
"6459","Anabazenops fuscus",-41.0793,-20.6723
"6460","Anabazenops fuscus",-44.5798,-22.4516
"6461","Anabazenops fuscus",-48.4128,-24.2682
"6462","Anabazenops fuscus",-44.65,-22.5833
"6463","Anabazenops fuscus",-47.8702,-24.0496
"6464","Anabazenops fuscus",-43.0001,-22.4719
"6469","Anabazenops fuscus",-48.3096,-24.282
"6471","Anabazenops fuscus",-42.6421,-22.4445
"6476","Anabazenops fuscus",-48.3615,-24.0793
"6478","Anabazenops fuscus",-42.5645,-22.2275
"6483","Anabazenops fuscus",-44.6136,-22.4458
"6490","Anabazenops fuscus",-44.7423,-22.3798
"6492","Anabazenops fuscus",-48.4128,-24.2634
"6493","Anabazenops fuscus",-49.3078,-26.3234
"6495","Anabazenops fuscus",-48.4223,-24.2835
"6497","Anabazenops fuscus",-46.637,-23.45
"6502","Anabazenops fuscus",-54.4383,-25.6425
"6507","Anabazenops fuscus",-42.5297,-22.3583
"6508","Anabazenops fuscus",-40.1345,-14.4132
"6510","Anabazenops fuscus",-42.5509,-22.38
"6515","Anabazenops fuscus",-45.0629,-23.4011
"6527","Anabazenops fuscus",-44.6078,-22.4379
"6533","Anabazenops fuscus",-43.0413,-22.4927
"6534","Anabazenops fuscus",-42.98,-22.43
"6539","Anabazenops fuscus",-44.57,-22.5
"6544","Anabazenops fuscus",-43.37,-22.45
"6548","Anabazenops fuscus",-45.9,-23.65
"6550","Anabazenops fuscus",-44.71667,-22.33333
"6551","Anabazenops fuscus",-46,-23.68333
"6558","Anabazenops fuscus",-45.083,-23.4258
"6563","Anabazenops fuscus",-40.1894,-14.3449
"6564","Anabazenops fuscus",-42.4274,-22.3861
"6570","Anabazenops fuscus",-44.6164,-22.4307
"6572","Anabazenops fuscus",-45.1561,-23.3184
"6573","Anabazenops fuscus",-42.5945,-22.2325
"6574","Anabazenops fuscus",-44.63,-22.38
"6576","Anabazenops fuscus",-44.7428,-22.3325
"6578","Anabazenops fuscus",-48.4181,-24.3013
"6598","Anabazenops fuscus",-45.1334,-23.3512
"6600","Anabazenops fuscus",-45.173,-23.4736
"6601","Anabazenops fuscus",-40.5303,-19.9704
"6606","Anabazenops fuscus",-45.8849,-23.5227
"6610","Anabazenops fuscus",-45.1222,-23.3575
"6627","Anabazenops fuscus",-42.7103,-22.4865
"6628","Anabazenops fuscus",-42.5143,-22.2459
"6629","Anabazenops fuscus",-44.6749,-22.3883
"6630","Anabazenops fuscus",-40.5866,-19.923
"6634","Anabazenops fuscus",-41.001,-20.6613
"6635","Anabazenops fuscus",-40.5532,-19.9073
"6637","Anabazenops fuscus",-42.71,-22.2796
"6641","Anabazenops fuscus",-47.9201,-24.1933
"6656","Anabazenops fuscus",-45.1442,-23.3548
"6659","Anabazenops fuscus",-42.6716,-22.0484
"6662","Anabazenops fuscus",-40.99,-20.4965
"6676","Anabazenops fuscus",-47.9773,-24.1367
"6680","Anabazenops fuscus",-39.5644,-15.392
"6684","Anabazenops fuscus",-39.5768,-15.3823
"6688","Anabazenops fuscus",-44.581,-22.3234
"6690","Anabazenops fuscus",-43.052,-22.9157
"6692","Anabazenops fuscus",-42.4649,-20.7094
"6700","Anabazenops fuscus",-44.5712,-22.484
"6701","Anabazenops fuscus",-41.2959,-20.2744
"6702","Anabazenops fuscus",-44.6735,-23.0355
"9191","Anumbius annumbi",-50.5667,-28.6333
"9192","Anumbius annumbi",-48.5815,-19.1659
"9193","Anumbius annumbi",-45.5898,-22.7372
"9200","Anumbius annumbi",-47.9553,-15.8266
"9212","Anumbius annumbi",-42.5174,-22.0552
"9216","Anumbius annumbi",-50.8566,-31.1138
"9257","Anumbius annumbi",-46.775,-20.3338
"9266","Anumbius annumbi",-47.9972,-15.857
"9270","Anumbius annumbi",-50.1962,-29.1057
"9271","Anumbius annumbi",-49.7458,-29.2552
"9274","Anumbius annumbi",-46.4955,-20.2506
"9275","Anumbius annumbi",-43.705,-18.9647
"9284","Anumbius annumbi",-44.5103,-20.0273
"9287","Anumbius annumbi",-45.342,-23.209
"9288","Anumbius annumbi",-50.241,-29.2084
"9294","Anumbius annumbi",-51.9789,-31.3629
"9298","Anumbius annumbi",-42.6769,-22.0526
"9302","Anumbius annumbi",-51.0895,-31.3188
"9303","Anumbius annumbi",-46.509,-20.3241
"9304","Anumbius annumbi",-50.3819,-29.3926
"9328","Anumbius annumbi",-50.0789,-29.1597
"9331","Anumbius annumbi",-48.0148,-15.5633
"9336","Anumbius annumbi",-50.1746,-9.98988
"9337","Anumbius annumbi",-52.3082,-31.8057
"9338","Anumbius annumbi",-43.6075,-19.3539
"9341","Anumbius annumbi",-52.0343,-32.0054
"9344","Anumbius annumbi",-42.6833,-22.0519
"9347","Anumbius annumbi",-42.6568,-22.0514
"9355","Anumbius annumbi",-45.1528,-23.3833
"9383","Anumbius annumbi",-43.5894,-19.2897
"9384","Anumbius annumbi",-45.8849,-23.5227
"9393","Anumbius annumbi",-52.5813,-32.5017
"9401","Anumbius annumbi",-50.9821,-31.1752
"9403","Anumbius annumbi",-49.7308,-25.4135
"9407","Anumbius annumbi",-47.9125,-15.8026
"9424","Anumbius annumbi",-47.5213,-14.2811
"9425","Anumbius annumbi",-47.5044,-14.0685
"9432","Anumbius annumbi",-49.9974,-29.0778
"9433","Anumbius annumbi",-45.1442,-23.3548
"9438","Anumbius annumbi",-42.6787,-21.9573
"9494","Anumbius annumbi",-46.4763,-20.2183
"9497","Anumbius annumbi",-46.0159,-23.5664
"9498","Anumbius annumbi",-45.5498,-23.5268
"9499","Anumbius annumbi",-46.5039,-20.267
"9517","Anumbius annumbi",-50.4286,-28.6773
"9521","Anumbius annumbi",-48.8267,-28.5256
"9535","Anumbius annumbi",-50.9307,-31.0573
"9541","Anumbius annumbi",-48.879,-28.5605
"9544","Anumbius annumbi",-49.8564,-27.9774
"9554","Anumbius annumbi",-50.3188,-28.6719
"9556","Anumbius annumbi",-50.4627,-28.9467
"9558","Anumbius annumbi",-50.9555,-31.2203
"9564","Anumbius annumbi",-50.4013,-28.6001
"9602","Anumbius annumbi",-42.6421,-22.4445
"9609","Anumbius annumbi",-50.931,-31.0991
"9612","Anumbius annumbi",-51.1656,-31.4427
"9613","Anumbius annumbi",-50.8995,-31.0649
"9657","Anumbius annumbi",-43.052,-22.9157
"9662","Anumbius annumbi",-51.5559,-26.9972
"10006","Aphantochroa cirrochloris",-40.5999,-19.9357
"10010","Aphantochroa cirrochloris",-40.6017,-19.9361
"10016","Aphantochroa cirrochloris",-46.6739,-23.4017
"10027","Aphantochroa cirrochloris",-40.6,-19.9167
"10028","Aphantochroa cirrochloris",-45.0803,-23.3948
"10029","Aphantochroa cirrochloris",-45.0696,-23.397
"10030","Aphantochroa cirrochloris",-40.1334,-14.4014
"10032","Aphantochroa cirrochloris",-44.5159,-22.9913
"10033","Aphantochroa cirrochloris",-48.6921,-25.9645
"10034","Aphantochroa cirrochloris",-45.083,-23.4258
"10035","Aphantochroa cirrochloris",-54.4383,-25.6425
"10036","Aphantochroa cirrochloris",-42.6421,-22.4445
"10039","Aphantochroa cirrochloris",-45.0603,-23.3988
"10040","Aphantochroa cirrochloris",-40.1894,-14.3449
"10047","Aphantochroa cirrochloris",-43.0001,-22.4719
"10049","Aphantochroa cirrochloris",-42.5174,-22.0552
"10050","Aphantochroa cirrochloris",-42.5143,-22.2459
"10051","Aphantochroa cirrochloris",-47.834,-22.27
"10052","Aphantochroa cirrochloris",-47.6537,-24.2748
"10054","Aphantochroa cirrochloris",-48.8843,-25.3526
"10055","Aphantochroa cirrochloris",-44.595,-22.4609
"10060","Aphantochroa cirrochloris",-44.5589,-22.9542
"10065","Aphantochroa cirrochloris",-42.5509,-22.38
"10066","Aphantochroa cirrochloris",-42.5297,-22.3583
"10075","Aphantochroa cirrochloris",-45.173,-23.4736
"10078","Aphantochroa cirrochloris",-45.0667,-23.45
"10079","Aphantochroa cirrochloris",-42.6002,-22.4093
"10080","Aphantochroa cirrochloris",-45.0857,-23.4339
"10084","Aphantochroa cirrochloris",-42.7706,-22.453
"10088","Aphantochroa cirrochloris",-42.5672,-22.2217
"10090","Aphantochroa cirrochloris",-42.5102,-22.3358
"10096","Aphantochroa cirrochloris",-45.17,-23.47
"10097","Aphantochroa cirrochloris",-46.9406,-23.8557
"10098","Aphantochroa cirrochloris",-45.4819,-22.6894
"10101","Aphantochroa cirrochloris",-46.519,-23.493
"10110","Aphantochroa cirrochloris",-43.0021,-22.4775
"10111","Aphantochroa cirrochloris",-40.53,-20.12
"10112","Aphantochroa cirrochloris",-43.05,-19.75
"10113","Aphantochroa cirrochloris",-49.27,-16.67
"10114","Aphantochroa cirrochloris",-40.6,-19.9
"10115","Aphantochroa cirrochloris",-40.5652,-19.9048
"10118","Aphantochroa cirrochloris",-42.7119,-22.4878
"10122","Aphantochroa cirrochloris",-36.4496,-9.26106
"10123","Aphantochroa cirrochloris",-48.3753,-25.1784
"10124","Aphantochroa cirrochloris",-48.5768,-25.2553
"10125","Aphantochroa cirrochloris",-48.7224,-26.099
"10126","Aphantochroa cirrochloris",-45.0728,-23.3905
"10128","Aphantochroa cirrochloris",-44.5432,-22.9828
"10130","Aphantochroa cirrochloris",-48.7486,-25.4363
"10136","Aphantochroa cirrochloris",-42.605,-22.4129
"10139","Aphantochroa cirrochloris",-45.2097,-23.3642
"10145","Aphantochroa cirrochloris",-42.6242,-22.4206
"10156","Aphantochroa cirrochloris",-44.7245,-23.3528
"10164","Aphantochroa cirrochloris",-42.5403,-22.3662
"10166","Aphantochroa cirrochloris",-42.5786,-22.3714
"10168","Aphantochroa cirrochloris",-42.5664,-22.3868
"10170","Aphantochroa cirrochloris",-45.41667,-23.8
"10171","Aphantochroa cirrochloris",-47.42722,-24.26745
"10172","Aphantochroa cirrochloris",-55.92876,-12.69555
"10176","Aphantochroa cirrochloris",-36.0466,-9.15396
"10180","Aphantochroa cirrochloris",-48.4128,-24.2682
"10196","Aphantochroa cirrochloris",-45.3044,-23.5623
"10216","Aphantochroa cirrochloris",-43.5894,-19.2897
"10231","Aphantochroa cirrochloris",-45.8849,-23.5227
"10246","Aphantochroa cirrochloris",-48.9642,-26.2608
"10278","Aphantochroa cirrochloris",-45.0714,-23.4343
"10279","Aphantochroa cirrochloris",-40.5866,-19.923
"10283","Aphantochroa cirrochloris",-41.1705,-20.8166
"10290","Aphantochroa cirrochloris",-45.1442,-23.3548
"10299","Aphantochroa cirrochloris",-45.1741,-23.4938
"10305","Aphantochroa cirrochloris",-42.5713,-22.3846
"10309","Aphantochroa cirrochloris",-40.6007,-19.9333
"10310","Aphantochroa cirrochloris",-45.1714,-23.4792
"10312","Aphantochroa cirrochloris",-45.1932,-23.473
"10317","Aphantochroa cirrochloris",-39.5644,-15.392
"10319","Aphantochroa cirrochloris",-40.1895,-14.3756
"10321","Aphantochroa cirrochloris",-40.0767,-13.8626
"10326","Aphantochroa cirrochloris",-39.1742,-14.2532
"10327","Aphantochroa cirrochloris",-39.5768,-15.3823
"10328","Aphantochroa cirrochloris",-39.175,-16.3798
"10330","Aphantochroa cirrochloris",-45.0879,-23.4174
"10332","Aphantochroa cirrochloris",-35.8446,-8.7185
"10336","Aphantochroa cirrochloris",-43.052,-22.9157
"10337","Aphantochroa cirrochloris",-35.7222,-8.47237
"11842","Aramides saracura",-45.5898,-22.7372
"11843","Aramides saracura",-44.65,-22.5833
"11846","Aramides saracura",-47.8702,-24.0496
"11847","Aramides saracura",-42.6421,-22.4445
"11848","Aramides saracura",-42.5297,-22.3583
"11849","Aramides saracura",-42.5212,-22.1858
"11850","Aramides saracura",-48.3096,-24.282
"11851","Aramides saracura",-43.2251,-22.9678
"11853","Aramides saracura",-48.4118,-24.2673
"11854","Aramides saracura",-44.6869,-22.3623
"11862","Aramides saracura",-42.5143,-22.2459
"11870","Aramides saracura",-48.4223,-24.2835
"11873","Aramides saracura",-49.2855,-25.4054
"11876","Aramides saracura",-45.083,-23.4258
"11877","Aramides saracura",-43.4884,-20.0977
"11878","Aramides saracura",-46.8611,-23.6075
"11879","Aramides saracura",-44.5381,-22.9929
"11882","Aramides saracura",-45.4899,-22.6913
"11887","Aramides saracura",-42.5174,-22.0552
"11889","Aramides saracura",-42.5392,-22.1707
"11891","Aramides saracura",-42.6002,-22.4093
"11895","Aramides saracura",-44.6051,-22.4531
"11899","Aramides saracura",-45.5094,-22.6977
"11900","Aramides saracura",-44.595,-22.4609
"11904","Aramides saracura",-48.9992,-26.2972
"11905","Aramides saracura",-45.598,-22.721
"11906","Aramides saracura",-45.06,-23.398
"11908","Aramides saracura",-44.6136,-22.4458
"11914","Aramides saracura",-45.6024,-22.7113
"11927","Aramides saracura",-45.5244,-22.6958
"11933","Aramides saracura",-48.4237,-27.511
"11942","Aramides saracura",-47.0116,-23.9667
"11943","Aramides saracura",-44.6015,-22.4607
"11944","Aramides saracura",-44.7408,-22.4283
"11950","Aramides saracura",-50.0789,-29.1597
"11953","Aramides saracura",-53.8993,-27.1505
"11956","Aramides saracura",-44.5432,-22.9828
"11963","Aramides saracura",-49.3128,-25.4318
"11964","Aramides saracura",-48.642,-26.0814
"11966","Aramides saracura",-42.6568,-22.0514
"11968","Aramides saracura",-49.2724,-25.4271
"11970","Aramides saracura",-49.3439,-26.4022
"11973","Aramides saracura",-46.6266,-23.6392
